
2월 10, 2023 14:44:05.622 NEW SESSION
2월 10, 2023 14:44:05.622 [4032:5284:0210/144405.620:ERROR:device_event_log_impl.cc(215)] [14:44:05.621] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 10, 2023 14:45:03.351 [4032:6820:0210/144503.351:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 10, 2023 15:33:41.901 [316:7676:0210/153341.901:ERROR:device_event_log_impl.cc(215)] [15:33:41.902] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 10, 2023 15:34:39.780 [316:5704:0210/153439.780:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 10, 2023 19:30:16.926 [316:7676:0210/193016.926:ERROR:CONSOLE(1)] "Request Storage.getStorageKeyForFrame failed. {"code":-32602,"message":"Frame tree node for given frame not found"}", source: devtools://devtools/bundled/devtools-frontend/front_end/core/protocol_client/protocol_client.js (1)
2월 10, 2023 19:30:16.927 [316:7676:0210/193016.927:ERROR:CONSOLE(1)] "Request Storage.getStorageKeyForFrame failed. {"code":-32602,"message":"Frame tree node for given frame not found"}", source: devtools://devtools/bundled/devtools-frontend/front_end/core/protocol_client/protocol_client.js (1)

2월 10, 2023 20:13:40.460 NEW SESSION
2월 10, 2023 20:13:40.460 [4028:5032:0210/201340.459:ERROR:device_event_log_impl.cc(215)] [20:13:40.459] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 10, 2023 20:14:38.221 [4028:9476:0210/201438.220:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

2월 13, 2023 18:00:50.872 NEW SESSION
2월 13, 2023 18:00:50.873 [2356:10676:0213/180050.869:ERROR:device_event_log_impl.cc(215)] [18:00:50.868] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 13, 2023 18:01:48.572 [2356:6500:0213/180148.571:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 13, 2023 19:10:01.578 [2356:10676:0213/191001.578:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost

2월 14, 2023 18:15:40.744 NEW SESSION
2월 14, 2023 18:15:40.744 [11288:8456:0214/181540.743:ERROR:device_event_log_impl.cc(215)] [18:15:40.743] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 14, 2023 18:16:38.596 [11288:4996:0214/181638.596:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 14, 2023 18:24:37.621 [8732:4716:0214/182437.621:ERROR:device_event_log_impl.cc(215)] [18:24:37.621] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 14, 2023 18:25:32.283 [8732:9944:0214/182532.283:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 14, 2023 21:20:52.12 [8732:4716:0214/212052.011:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost
2월 14, 2023 21:28:37.272 [8732:11996:0214/212837.272:ERROR:connection_factory_impl.cc(472)] ConnectionHandler failed with net error: -2
2월 14, 2023 21:55:31.172 [libprotobuf ERROR ..\..\third_party\protobuf\src\google\protobuf\message_lite.cc:133] Can't parse message of type "safe_browsing.ClientDownloadRequest" because it is missing required fields: (cannot determine missing fields for lite message)
2월 14, 2023 23:25:32.286 [8732:10972:0214/232532.286:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

2월 15, 2023 15:04:56.662 NEW SESSION
2월 15, 2023 15:04:56.662 [6832:10912:0215/150456.643:ERROR:device_event_log_impl.cc(215)] [15:04:56.643] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 15, 2023 15:05:54.99 [6832:708:0215/150554.099:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 15, 2023 20:05:54.112 [6832:2724:0215/200554.112:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

2월 15, 2023 20:30:59.845 NEW SESSION
2월 15, 2023 20:30:59.845 [2944:12524:0215/203059.844:ERROR:device_event_log_impl.cc(215)] [20:30:59.830] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 15, 2023 20:31:57.619 [2944:9264:0215/203157.619:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

2월 16, 2023 15:23:46.365 NEW SESSION
2월 16, 2023 15:23:46.365 [9012:2928:0216/152346.360:ERROR:device_event_log_impl.cc(215)] [15:23:46.359] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 16, 2023 15:24:44.168 [9012:4348:0216/152444.168:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 16, 2023 20:24:44.174 [9012:5160:0216/202444.174:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 16, 2023 22:39:01.821 [9012:2928:0216/223901.820:ERROR:interface_endpoint_client.cc(695)] Message 5 rejected by interface blink.mojom.WidgetHost

2월 17, 2023 24:55:05.638 NEW SESSION
2월 17, 2023 24:55:05.638 [10308:9768:0217/005505.626:ERROR:device_event_log_impl.cc(215)] [00:55:05.625] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 17, 2023 24:56:03.138 [10308:1284:0217/005603.138:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater

2월 17, 2023 09:07:16.783 NEW SESSION
2월 17, 2023 09:07:16.783 [2004:3036:0217/090716.782:ERROR:device_event_log_impl.cc(215)] [09:07:16.781] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 17, 2023 09:08:14.574 [2004:5812:0217/090814.574:ERROR:util.cc(134)] Can't create base directory: C:\Program Files\Google\GoogleUpdater
2월 17, 2023 11:39:34.956 [2004:3036:0217/113934.955:ERROR:device_event_log_impl.cc(215)] [11:39:34.956] USB: usb_service_win.cc:104 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: ��Ұ� �����ϴ�. (0x490)
2월 17, 2023 12:40:38.920 [2004:3036:0217/124038.919:ERROR:device_event_log_impl.cc(215)] [12:40:38.919] Bluetooth: bluetooth_adapter_winrt.cc:1074 Getting Default Adapter failed.
2월 17, 2023 12:41:53.79 [2004:3036:0217/124153.078:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.80 [2004:3036:0217/124153.078:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.80 [2004:3036:0217/124153.078:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.80 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.80 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.80 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.81 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.81 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.81 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.81 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.81 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.82 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.82 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.82 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.82 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.83 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.83 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.83 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.84 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.85 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.85 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.85 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.85 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.86 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
2월 17, 2023 12:41:53.86 [2004:3036:0217/124153.079:ERROR:CONSOLE(6)] "console.assert", source: devtools://devtools/bundled/devtools-frontend/front_end/panels/console/console.js (6)
